"urls_expanded_url","n"
"https://www.amazingtravelaccessories.com",45
"https://twitter.com/i/events/1318573265820921857",42
"https://twitter.com/MittRomney/status/1329629701447573504",41
"https://twitter.com/C_C_Krebs/status/1328859222071783424",30
"https://youtu.be/axgRUs3Zc1Y",30
